nhiar_hasniar_thamrin,sya lagi membangun rumah taman baca alquran... rmh sya btn...tp murid alhamdulillah sdh smpe.70 org...krn ketebtasan ruangan jd di bagi 2 gelombang 1 gelombng sore ...1 gelombang lg malam.... semoga ada rejeki...bisa bgun teras rumah di jadikan tempat baccan al qur'an yg lbih luas..amin ..amin ya rabbal alamin
saepulltura,beli smart tv 43inch 😂
lambokraffael,"semoga bisa upgrade lampu depan sama ban motor biar g gelap""an pas malem dan g jatuh gara"" licin lagi aminn🙏🙌"
ulercebok,bang mau kuliah offline ke malang tapi belum punya ongkos kesana 😪
cahyafeb,belum pernah beliin anak sepeda :')
viviabriani,belum pernah punya smartphone yg bener2 smart 😢
dyahhdell_,"pingin banget rayain ultah anak yg ke 5th tgl 25 ini, pasti happy banget 🥰🥰 @ikoy2an semoga rejeki."
ismy_jayanti77,"min pengen beli sesuatu duit nya kurang 1,2 jt min. zfm"
bagusreynaldi,pengen nyoba iphone 13promax1tb haha
queensha432,"cuma bisa aminin doa mereka yg emng beneran butuh, krna klo kita mnta sndri blum tntu dpet, jdi cukup aminin doa mereka aja insha allah rezekinya ngalir juga ke kita ntah drimna pun dtangnya🤲🏻"
avivabirlianty,pengen nyobain skin care n body care nya scarlett 😍
angkr1ngan_barokah,pengen juga ganti tv biar agak gedean . pngen rasain tv led gt 😢
laparmania.id,belum pernah beli skin care @mareshabeaute  by @ecamaresha
pocayarfiansyah,@jefridwicaksono kalo ada waktu jumat sore coba main sini. anak2 kecil kampung gw pada latihan pake bola yg udah kelupas kulitnya 🤣
kiciicii,pengen tau rasanya kasih mbah duit :(
onyieeeeeee,belum pernah di ucapin selamat ulang tahun sama papa :)
33hngbg,belum pernah punya album atau merchendise kpop 😂 kpopers salah satu barang wish list nya ya itu 😁
feradyla,blm pernah nyoba diving di karjaw
wibawavera,"belum pernah bikin orang tua happy, belum pernah ngajak org tua jalan2 atau makan2 enak di restoran, belum pernah bawa anakku ke tempat bermain kidszona belum pernah jg bahagiain diri sendiri apapun itu mesti disyukuri yg penting sehat selalu 🙂"
indahsariputri998,"udah seminggu kerja naik bus, soalny aki nya udah soak, ban nya udah gundul, maana tau rezeki nya dr ikoy2🙌"
imey_iqri,"bismillah...aku emak"" strong 1 anak yg bekerja...gantiin suami yg 2 tahun lalu drmhkan...butuh 1jt mau modalin suami usaha nerusin jualan alm.bapak biar ada penghasilan dan ngebantu buat hari""y...smoga rejeki suamiku... smoga diijabah oleh allah prantara dr kang @ecamaresha dan @ariefmuhammad smoga barokahh...."
novitadwilestariiii,semoga rezeki dah kebaca buat beli laptop buat daring anak blm pernah
saputroo99,berusaha terus ampe dapet di ikoy2 karna disini yang paling real valid no debat .. emot api 🔥
feliciagiven26,bitter sweet najla samsek belum pernah nyobainnnn😂
jmaldini295,"ka saya baru saja kena tipu motor yg biasa saya pakai kerja hilang,saya si bukan ngemis,tapi siapa tau kk mau bantu saya,saya hanya bisa mendoakan kk dan keluarga sehat selalu dan di tambahkan rizki nya,aamiin🤲"
siti_khairani06,"belum pernah punya rumah sendri bg ,rencna besok mw survei perum.agaknya mau lah ditambahi buat dp bg 1 juta alhamdulullah x bg.semoga rezeki..yukkss happy bareng2😂😂😂"
ayupratiwisiti,pengen bagiin nasi bungkus buat pengajian  sklian mau minta doa agar orng tua cepet sembuh
annisaulrhma,pengen punya iphone 13 dah gitu aja :)
muhamad.septiadi,gag pernah dapet min
rakyatkopi0621,"pengen beliin anak komputerpc min biar dia bisa streming game dan belajar ngeyoutube soalnya punya bakat.,semoga aja bisa jadi kayak kk @ariefmuhammad @ikoy2an @ecamaresha"
purna_anggara10,pengen bikin happy orang tua dan bikin orang tua bahagia dah gtu aja @ecamaresha @ikoy2an @ariefmuhammad
mrs.vavaa_,"banyak bgt nikmat allah yg tanpa kita sadari tak terhitung nilainya dgn uang.. seperti oksigen gratis, sehat, dan perasaan bahagia.. itu adalah nikmat yg tak ternilai harganya.. alhamdulillah udah punya apa yg d pengenin min, anak dan suami serta keluarga yg sehat dan alhamdulillah😊🙏 selalu bersyukur itu kuncinya.. semakin bersyukur semakin allah tmbah nikmat kita.😊🙏"
fidifidiw,blom punya rumah :(
inezdwi23,"yuk bisa yuk,dilihat admin biar dapat ikoy-ikoyan walau pasti ketutupan yg lain. yang penting usaha sama doa dulu❤️"
_putri0415,"mau ngerasain punya smart tv bang biar ibu saya enak nonton ikatan cinta nya🤭, tv aku msh jadul kali aja gitu hoki dpt rezeki uhuy🤗 @ecamaresha @ariefmuhammad @ikoy2an"
_putri0415,"mau ngerasain punya smart tv bang biar ibu saya enak nonton ikatan cinta nya🤭, tv aku msh jadul kali aja gitu hoki dpt rezeki uhuy🤗 @ecamaresha @ariefmuhammad @ikoy2an"
emilia.nilaapriliana,"beli vitamin buat anak aku, doain semoga lekas sembuh buat anak aku yg lagi demam tinggi. 😢"
postvibs__onl,mau beli yoga mad aja kak
mahiyaamma,"mereka yg komen pengen jajan di indomart aja dapat, nah aku yg komen sesuai kebutuhan saja masih blm dapat😢 belum rezeki kali yaaa😂"
rismawati_ismail,semoga aja komennya kebaca dan d storyiin :)
ifylm23,belom pernah dinner sama pacar :')) karna belom pernah punya pacar hahaha
renyapriani,pgn gantiin hp anak yg rusak  matot... daring nya jd rebutan hp sm ak....
rachel.psp,pengen beliin buku-buku novel inspiratif sama ajak makan enak anak anak jalanan min
shlh.ns,bismillah mau ksh mmk ku lemari tv dr kmren mau belum kesampean 🙏
arsha120918,sering di ingetin sama pasangan klo punya rezeky harus inget berbagi brpapun itu alhamdullilah sedikit juga bisa berbagi rezeki dan plus dapet doa dari org yg kita kasih. bahagia rasanya
ptriets,kepingin beli mixer untuk mmk  buat kue. merek yang bagus
sekkai_15,mau punya sepeda fix :')
nurulkhrnnsaa,bittersweet by najla
astiekaseptiara,"ngeborong makanan kucing, buat kucing ku sama kucing liar yang suka mampir ke rumah 😺"
kristie_sulistyowati,belum pernah ngajak anak nontn di bioskop pas bgt nie da film nusa rara yg lagi tayang di bioskop semoga bisa ngajak anak nontn film favorite nya
rhi_zu,"blom pernah ngerasain ultah di surprise 😆 biasanya selalu jadi eo surprise ultah temen,kluarga/pacar. tp sendirinya ga ngerasain 🥲🥲 @ikoy2an"
wayahsaputra_,"pengen ganti hape, gaenak hape kentang kebanyakan lag sama memori penuh, mau beli baru tp uang nya kurang."
cacannnnnn_,mlm ini mlm jumat mau berbagi di masjid nasi kotak boleh ga min?😇 @ikoy2an @ecamaresha
rfaldo__,"kupergi ke kiri, ku pergi ke kanan, ku ingin mencari sekedar peace of mind"
ss.dwira,pengen punya tabungan pendidikan anak :)
dini_handinii,"bismillahirrahmanirrahim.... pengen banget ajak anak ke playground min @ikoy2an , itu aja... liat anak happy mood mamak auto happy juga ❤️"
aaiki_jaya_farm,"bismillah.. semoga rejeki saya buat beli makan anak ayam n buat kandang untuk anak anak ayam saya.  saya mau doakan mba @ecamaresha dan juga om @ariefmuhammad “allahumma innaa nas-aluka salaamatan fid diini wa ‘afiyatan fil jasadi wa ziyaadatan fil ‘ilmi wa barokatan fir rizqi wa taubatan qablal mauti wa rohmatan ‘indal mauti wa maghfirotan ba’dal mauti, allahummaa hawwin ‘alainaa fil sakaraatil mauti wannajaata minan naari wal ‘afwa ‘indal hisaabi, rabbanaa laa tuzigh quluubana ba’da idz hadaitanaa wahab lanaa mil ladunka rahma, innaka antal wahhaab, rabbanaa aatinaa fiddunnyaa hasanah, wa fil akhirati hasanah waqinaa ‘adzaa ban naar.”
artinya:
“ya allah kami memohon kepadamu keselamatan dalam agama, dan kesejahteraan/kesegaran pada tubuh dan penambahan ilmu, dan keberkahan rizqi, serta taubat sebelum mati dan rahmar di waktu mati, dan keampunan sesudah mati. ya, allah, mudahkanlah kami saat pencabutan nyawa selamat dari api neraka dan mendapat kemaafan ketika amal diperhitungkan. ya allah, janganlah engkau goyahkan hati kami setelah engkau beri petunjuk dan berilah kami rahmat dari sisi-mu. sesungguhnya engkau maha pemberi. ya tuhan kami, berilah kami kebaikan hidup di dunia dan kebaikan hidup di akhirat, dan jagalah kami dari siksa api neraka.”"
ktls999_,belum pernah punya hp baru haha .. kali aja miminn ini mau ngasih saya rejeki buat nambahin beli hp baruu hhuhhuuyyy🔥🔥🔥
alkhairestore1453.id,"belum pernah khaire-khairean 😂🤣jadi pengen aahhh nyobain khaire-khairean sama polower, berbagi kurma gratis gitu yee kaan ke polower... tapi @ikoy2an 😍😂"
putri.khairunnisa28,bismillahirrahmanirrahim walopun tetal d coba z sapa rau aja comment ku d lirik admin ikoy2an. belum pernah ngerasain beliin kindor joy anak lebih dr 5pcs 😁
vikaadilia_h,sepeda anak roda 3 pengen aja ajak anak jalan sore naik sepeda kayak seru gitu
shafarefika_,bismillah belum pernah punya hp iphone :(
hariheriawan,"belum selesai kan yaa duh telat 24 jam, pengen happy aja hari ini kebetulan lagi off day kerja 🔥🔥"
ali_fikri_81,belum pernah dpt transferan dr ikoy2an... pengen aja dpt bisa buat biaya operasi tumor liver dan payudara istri 😍
anayusria,"min, pengen banget bersih2 rumah pake vacum cleaner, ga pake sapu biasa 😄"
anayusria,"min, pengen banget bersih2 rumah pake vacum cleaner, ga pake sapu biasa 😄"
ayujayantri,yok tetep happy walaupun blm pernah dpt 😂
annissadita,smpe skrng blm prng ngasih tau ke crush klo aku suka dia 🙂
reminderdian,meski udah puluhan kali ikutan ga pernah kebaca semoga one day bisa kebaca.. pengen service motor suami yang rusak ke bengkel .. kasian dia harus pake motor dalam keadaan kurang baik tapi demi cari uang buat keluarga dia paksain setiap hari pake motor itu .. semoga ada rizkinya suami bisa service motornya yang udah gaenak banget dipake di jalan :)
amarhulahop,pengen beli ban truk
bakoel.kripcajambi,belum pernah nyobain punya motor sendiri :)
nrzidniilman,pengen punya saldo shopee pay buat beli snack nyemil2 di kosan
adianpratamaa,pingin ngegantiin 1 set rantai motor om:') :)
qorryselvia3009,"bismillah semoga belum terlambat.bhagiain anak dan ponakan"" aja buat ajak jalan"" dan happy"" 😍"
mhmmadziqy60,butuh kadoan untuk istri dihari milad nya nnti tggl 30 semoga dapet uang tambahan buat beli kado&sekaligus buat ganti hp bakal ngojek karna hp ini suda penuh dengan lakban😁 thanks kak @ecamaresha @ikoy2an 🤗
indah_yubye,bismillah...smoga rejekiq kli ini....klo dpt rejeki....pgen bwt nyalon bang...pgen me time...krn ud stress bgt mkirin dunia tipu2...boro2 mkirin idup org lain...mkirin idup sndri aza syusaahh....
andhie_odank,pngen ngrasain punya smart tv kak biar bisa nnton film luar dan olahraga dunia @ariefmuhammad @ikoy2an @ecamaresha
alfimrzky,"belum rasain jp kakek merah di bet max😢, @aditpsandy kalo kamu?"
rahmah.arbaii,mukbang brng tmn2 kost :)
_.avalokiteshvara._,"belum pernah kirim uang saku dan uang kos ke adik buat kuliah :( agak khawatir sama dia nanti gimana di kosan kalau telat, mana sering sakit"
nurma_mamaqila,"pengen beli mixer, oven plus loyangnya, buat belajar baking, tolong kabulin ya kak please"
chacamunthe_,ka hari ini anak saya ulang tahun yg ke 2 tahun... pgn rayain dn beli kado buat ulang tahun nya tapi uang kami belum ada. berharap kakak bsa bantu :'(
rizkaaarahayuuu,"kenapa kalo ada ikoy2an suka pengen ikutan aja. padahal udah hopeless. 😅 tapi... rezeki kan bisa datang dr pintu mana saja ya, dari arah yang tidak disangka2, ini sudah tertulis di al-qur'an surat at-thalaq ayat 3.
bismillah~ belum pernah ajakin mama bapa dan keluarga piknik ditraktir full sm aku dan suami aja. semoga kesampean. aamiin 😊"
ul.faa10,bittersweet sih... d cianjur ga ada 😢
didymarzuki,belom pernah traktirin mama di hotel bintang mevvah. mumpung ini lg di jalan mau jemput si mama. kali aja rejeki dapet voucher nginap di hotel buat mama...hehe..aamiin...😂trus pen nyobain diving kyknya ngeri2 seru...
husyainmustofa,pengen naik bus vip solo - jakarta
titah_handayani,"sepedaan bareng suami krn ga ada sepedanya😭😭..biar doi olahraga pagi, jgn olahraga mlm mulu😂😂"
rayraychul,"hmm belum pernah nyobain treatment gitu gitu si kak...kmrn emang ga ada aja budgetnya, tp pengen sekali2 nyoba treatment wajah biar glowing gt hehe"
zikri.famz,"belum pernah punya smart tv, tv di rumah masih cembung"
vanessa._.hii,"lagi butuh banget uang 2jt untuk biaya pendaftaran sklh, tahun depan pendaftaranny udh buka, tkut slotny keburu penuh. tabungan ada, tapi klo dipke untk buat paspor aja dh kurangg. gk tega jg minta sama ayah meski itu kewajiban beliau sebagai ortu :("
veranitanita,"belum pernah happy dapat hadiah ga ikoy""an apalagi undian jalan santai dikampung min 😂🙌 kalau ikut arisan aja dapatny belakangan loh aku min 😢 sedih bangetkah beruntung ku yak"
lipus.lia,"bismillah semoga masih bisa ikutan kak @ecamaresha , mau traktir adek jajan sama jalan"" biar semangat daringnya biar gak bosen dirumah terus bang @ariefmuhammad ... doa in dek @nianitem biar dapet @ikoy2an"
mrdods_,"bismillah.. semoga masih rezeki.. beneran butuh banget hp buat support kerjaan supaya ga joinan lagi sm istri, soalnya terpaksa dijual pas ppkm kemaren.. cc: @ecamaresha @ariefmuhammad 🙏"
nurma_mamaqila,"pengen beli mixer, oven plus loyangnya, tolong kabulin ya kak please, buat belajar baking.."
parissidney,blm pernah py iphone :)
puputtaokta,diantara beribu komen mau ikutan nyelip smga aja ada rejeki cm pngn ganti ban motor aja sih bismillah...
elhnynrrsydslm,pengen gitu ganti hp iphone 12 :)
nurma_mamaqila,"pengen beli mixer, oven plus loyangnya, kabulin ya kak please buat belajar baking"
adhelagustina,"bismillahirrohmanirrohim beliin hp ibuk, soalnya hpku sama kakak2ku bagus semua yg beliin ibuk, tapi ibuk paling jelek sendiri :( @ecamaresha @ikoy2an pdhl lebih penting buat ibuk kerja 😢"
cachnish,"hallo bang, semoga comment aku kali ini dilihat ya. aku kepingin bantuin temanku yang orang tuanya kritis karena radiasi tumor gitu. dia pernah dm aku, untuk dana bantuan tapi saya sendiri cuman maba yang kuota saja di biayai kemendikbud, jadi pas dia minta tolong ke aku rasanya nyelos bgt hati ga bisa berbuat apa apa. jadi jika comment aku kali ini kebaca aku bakal bantu dia bang. terima kasih wassalamu’alaikum ."
nurma_mamaqila,"pengen beli mixer, oven plus loyangnya, kabulin ya kak please"
sharkidoes,"ka ikoy, buat beli hadiah untuk ibu.. pingin banget beli barang yang ibu aku pingin 😭 biar suprise dan happy"
meteianggree,belum pernah nyobain maresha beauty  @ecamaresha
sitihajrul2233,"sebenernya pengen banget bagi2 kayak perlengkapan shalat, kitab2, al-quran dan lainnya ke pondok salafi soalnya d daerah aku banyak banget salafi2 yang emang bener2 butuh bantuan, kalu sekiranya kebaca mudah2an ada wasilah ya biar sama2 senang saling membantu untuk kemaslahatan ummat , aamiin ya allah yarabbal aalamiin , insyaallah akan melibatkan pejabat desa setempat untuk bukti pasti akan kita upload sebagai bukti real @ikoy2an  no tipu2 ,, aamiin kaka @ecamaresha bantu doa yah kalian @mell_ia04 @sitimutiroh2020 @apri.yanah.188 @khotimah3092"
arisae.jasajahit,"ikoy2an hari kedua... pingin punya mesin jahit highspeed servo , biar jahit malam tidak berisik dan bisa kerja dengan cepet.  semoga dinotice mimin.. 2,5 jt cukup min untuk beli mesin jahit highspeed second + servonya. sudah di idam idamkan sejak 3 taun lalu, belum cukup tabungannya."
putriamilosa,"yuk @ecamaresha 😍sebagai seorang perempuan selayaknya kita tetap bisa mandiri secara finansial karena tidak mungkin selamanya akan meminta saja pada suami. ikoyan ini aku maksudkan untuk mengajukan proposal bisnis mua terjangkau semarang agar selain bisa mandiri secara finansial, bisa membantu  para calon pengantin yang teehalan budget besar namun ingin mendapatkan pelayanan istimewa di hari spesialnya. terimakasih.  proudly present by me in this morning😉😎"
novia_sant,"mungkin ibu rumah tangga juga pengen happy misal , ke indomart tanpa liat harga diskon min @ikoy2an @ecamaresha"
nurma_mamaqila,"pengen beli mixer, oven plus loyangnya kak, kabulin ya kak please"
yuniinuni,"kapan dapet min,,pengen punya smart hafiz"
tsaqib91,belum pernah beliin anak hp buat daring bang
maulidavv_,bismillah dapet hari ini :)
_khoerunisa15,"belum pernah punya laptop flip atau latop yang ram nyaa gede, kek nyaa membantu bnget buat daring 🔥"
renimimo24,happy kalo punya kursi dirumah.. alas karpet lesehan terus
aisyah.humaira22,bismillah buat periksa kehamilan pertama ke dokter obstetri sama beli vitamin hamil 🙏🙏
refifirman83,"bismillah mudah mudahan dibaca🙏 dari dulu pengen banget jualan gas elpiji bang tapi belum ada modalnya 😭
rumahku deket rest area, banyak yg jualan makanan kan. nah mereka mereka itu suka beli gas elpiji banyak, makanya pengen banget jualan gas elpiji juga supaya uangnya bisa keputer untuk biaya hidup sehari hari.
btw dulu tiap ikut ikoy ikoyan, selalu ini yg dipengen tapi qadarullah belum rejeki. semoga hari ini rejeki aku ya bang aamiin"
moongear12,"paket kuota anti lemot dan ga abis2, hp buat hotspot terus sm anak😢"
pujasafitry,mau liburan karna lagi ulang tahun :)
fitriadamayanti27,"pengen ganti ban mobil, dari awal belum diganti .. udah tipis banget, banyak tambelan lagi 😁 semoga rezeki .."
sejumputppl,belom pernah punya bmw sih bang :(
thealamsyahs,nyobain pizza limosin bareng teman kantor dan istri dirumah. semoga ada rezekinya buat bisa berbagi kebahagiaan. belum pernah bisa share dan ajak makan teman kantor selama hidup.
fayzal_as,@ajimomor love dong anjaaayy
fauzidiningrat,"mau ikut  @ikoy2an siapa tau dapet , lumayan buat top up ml😂"
diahbely16,"masih bisa ga yah, pengen bat nyobain dear butter😂"
kampleng_permana,buat beliin kado istri hari nh ulth biar bsa nyenengiin dia amiinnn
syakilalyalesya,belum pernah staycation bareng anak2 min :)
mahardhikaq,pengen ngerasain helm safety buat cod tiap hari😢
eheheaja,pingin beli laptop baru aja😭 kmrn interview laptop gak support jd gak memenuhi persyaratan💔
riskaanggraini1616,yokk happy happy pengen nyobain ramen terbang kata tetangga enak tapi aku belom pernah coba 🔥
namnum_dessert,"pengen punya warung/booth dipinggir jalan khusus untuk berbagi makan gratis buat orang"" yg gak mampu beli makanan untuk keluarga mereka, di masa pandemi begini banya sekali pasti yg kelaparan karena susahnya mencari pekerjaan min @ikoy2an @ecamaresha btw aku dah ngikutin ka eca dari 3tahun yang lalu 😊🙏"
lindafjrh_,pengen punya laptop baru belum kesampean :) buat skripsiann biar makin semangat 😬
calferamka,bismillaah pengen beli rice cooker. biar happy familyku makan nasi dr rice cooker 😍
_tikawlndri,semoga beruntung mau aku modalin buat makan gratis untuk siapapun setiap hari jumat min mana tau mimin mau bantuin hehe
bukan.ais,bittersweet by najla mwehehe bismillah cuan cuan cuan😍😍 @bittersweet_by_najla @alabisyir
aguz_budi,"bismillah ... buat happy bareng bareng ya min, mau ajak istri pijet, ga sekedar jalan jalan dan liat liat aja, liat istri seneng saya ikut seneng 😍"
arisae.jasajahit,"pingin punya mesin jahit highspeed servo , biar jahit malam tidak berisik dan bisa kerja dengan cepet.  semoga dinotice mimin.. 2,5 jt cukup min untuk beli mesin jahit highspeed second + servonya. sudah di idam idamkan sejak 3 taun lalu, belum cukup tabungannya."
moh.ragilpangestu____,"@ajoidwan di like dulu ngapa, biar klo dpt makin berkah rezeki pagi nya"
raildya___,belom pernah ngrasain yg namanya makan wagyu wagyu an kak :(
nabillahnurf,pengen punya microwave biar bisa panasin pop corn jolly time dirumah 🤣🤣🤣🤣🤣
binnnnnnsihombing,"belum pernah bawak orang tua holiday dan makan enak,tapi kali ini mau bayar uang skolah adek dulu ,semoga rezeki 🙂"
auliashofanrazzh,pengen punya koper min kayaknya kuliah mau offline deh:(
niafx,"min, masih bisa ikutan ga ya? telat banget nih kayaknya :("
novianto_wawan,belom ganti hp baru min hehe hp sekarang udah lemot banget memori udah penuh buat instal aplikasi kebutuhan kuliah daring sama aplikasi ojol hehe
cerielviani,"@ecamaresha belum pernah traktir temen2 sesama honorer dikantin tempat kerja kami ,kalo dapet nanti kabarin temen2 ptt((honorer) senin tak traktir makan tekwan ya😁 @selvimoyyy @reggita_yuliant @frenkiputrajaya @ikoy2an"
iman.wildan,mau berbagi ( mkn bareng temen2 kantor ) seru kynya mkn2 gratis d bayarin ka @ecamaresha  dan @ikoy2an ❤️❤️🔥🔥🔥🔥
safineesyh,min aku juga berhak kan di bikin happy hari ini? pengen bgt ganti hp baru🙏 sering di katain hp buluk
adalahsurat,nyobain hidup sehat min @ikoy2an @ecamaresha & @ariefmuhammad beli sepeda or alat2 fitness gituu
gitafebriantyrahayu,"pengen liburan sekeluarga ke pantai min,, need vitamin sea,, 😂"
ilhmhmsa,20 jt  borong seblakk wkwk
sabillunar,pengen punya novel harry potter lengkap!
fitriya0511,"pengen service+ganti ban motor, kebetulan kalo di pake kerja motornya suka mati tiba2 , sama kalo ngidupin nya lama bangett kudu diselah 😢 @ikoy2an @ecamaresha"
irvan_afandi.m,"ingin berbagi rejeki , berbagi makanan gratis untuk warga kota tarakan yg terdampak covid 19, mulai dari nasi kotakan sampai borong gerobakan untuk dimakan gratis masyarakat☺"
assalwa_n.z,pengennn dong join bisnisnya kak @ecamaresha 😍
desyduwirahayu,belum pernah co shopee tanpa kudu mikirin ongkirnyaa selalu checkout pas event biar gratis ongkir
zulfahnadias,yuuk buat bagiin nasi kotak se rt bang :)
aariful19,pengen 2 jt buat nambahin tabungan beli lptp buat kulia🙌
uwie_fitria,mau nginep di villa anak abis ultah biar happy 🤗🤗
lahmarlila,"min jadi tadi barusan aku ketemu ibu teman ku mereka orang miskin min ibu nya jualan lontong pecal keliling butuh banget dana untuk beli darah anak nya (temanku) yang terkena kanker payudara, kami sudah menggalang dana dari teman2 waktu sma tapi yang terkumpul tidak cukup untuk beli darah min,  pengobatan mmg gratis karena ada bpjs tapi biaya hidup di rumah sakit untuk suami yang jaga kebeletulan teman ku di rujuk ke rumah sakit di medan dan kami tinggal di tanjungbalai asahan dan ada sebagian obat yang tidak di tanggung bpjs termasuk darah. saya bukan bermaksud mencuri garis start duluan tapi semoga kali ini rezeki teman ku min. foto nya sudah ku kirim via dm min."
suchiramadhani13,bismillah semoga rejekiku buat acara ibu aku 7hari doa bersama😇 amin ya allah🙏😇
iqbalsaepulloh463,pengen bli ban motor karna udh pada gundul
sitinurrahmah.01,belum pernah nyoba belanja bulanan di super market biasanya beli satu” ya cuma di warung pengen juga beli vitamin sama buah buat sekeluarga maklum tinggal sama mertua smga rejeki kali ini ya @ecamaresha @ikoy2an
yuniwulan22,tembus 500 ribu komentar dan saya ikhlas min kalo memang rezeki gg kemana gg ketuker ya kak @ecamaresha bang @ariefmuhammad
indahje1702,"belum pernah buka store, pengen buka usaha baju2 gitu biar bisa ready, soalnya biasanya cuma open po jadi jarang ada yang mau, aku dapat olshop yang ngejual baju2 premium gitu, tapi modalnya gede bgt kemungkinan ya kurleb 10jtan sekalian ongkir😂 *tetap ikut koment walaupun gamungkin dapat keberuntungan sebesar ini 🙂*"
bedoll1,saran bg mau bagi bagi bubur gratis pas sholat jumat
indah_melatii,masih berharap dapat kuota gratis sihh
anggunmulianasr,pengen ajak family jalan jalan full happy ga pake drama patungan 😆
second.thriftgood,"butuh laptop buat skripsi bentar lagi offline , semester 8 blm punya lapto"
sdrrrsn,"kirim saldo shope pay kak. mau bliin kado pacar, dah hampir 2 tahun pacaran belum bisa ngasih dia hadiah, kecewa sama diri sendiri. semoga beruntung. @ikoy2an @ariefmuhammad @ecamaresha"
nuraisyahiin,pengen punya laptop buat mendukung kerjaan n daring anak sama pengen traktir jln2 sekaligus mkn2 kel&sobat2
trisna3652,yukk belum pernah beli mukena super jumbo pengen beli mukenanya @amandamanopomukena 🥰🥰🥰
itnafoy,"mau nikah malah udh ga kerja, pengen jamu keluarga calon suami pas lamaran <3"
wulan_aileen_official,pengen bagi2 beras buat 1 rt ku.. mereka dapet 2kg aja pasti udah seneng bgt.. krna rata2 hidup mereka susah.. nnti bakal d dokumentasikan dan di share kgiataan ini
alfina.afa,bismillah semoga belum terlambat krn kmrin habis kontrol tumor kurang 20x kontrolnya semoga rejeki buat kontrol minggu depan😇 @ecamaresha @ikoy2an
joviihau_,belum pernah nyobain smart tv🥺
frina_nc,belum pernah nyoba qplgi punya mobil2an yg pke aki...wlwpun dah tua tp kyknya asiik gt maen gtuan sblm pnya mobil bneran 😂
dinarosiitaa,"gak mau apa apa kebahagiaanku sekarang semua buat putri tercinta yang baru lahir ♥kalau rezeki pengen beliin keperluan dd karna masih bnyak yang kurang, @ikoy2an  @ecamaresha  udah ngikutin dari th 2018 tau banget ka eca kaya gmbna, semoga semua kebaikan kk d bls sama allah"
ratna_dewi22,"tadi pagi, saya mendengarkan cerita dari seseorang teman saya yang bekerja sebagai pembantu, dia bercerita sampai menangis.. karena dia di kejar-kejar oleh debt kolektor nunggak cicilan motor 3 bulan.. dalam hati kasihan pengen banget bantu.. tapi saya punya anak yang butuh susu dan pampers.. jika kak @ariefmuhammad dan kak @ecamaresha berkenan, saya minta tolong membantu teman saya agar bebannya terangkat sedikit.. terimakasih"
ridzki_ichent,"dari jaman nya @ikoy2an bareng armuh sampe sekarang ga pernah di senggol , pengen beli ban motor 22nya udh pada tipis 🤦"
dyahhdell_,pingin rayain ultah anak yg ke 5th tgl 25 ini min pasti happy banget🥰 semoga rejeki anak @ikoy2an
mannequeenbe,aku cuma butuh beli memory external hp soalnya dikasih tugas bikin video terus. hp jadi super penuh😢
niakartinn,belum pernah bales jasa orangtua nih @ikoy2an kalo boleh pengen lah bales jasa mereka dengan cara bikinin rumah ka @ecamaresha tp ini masih dlm mimpi dan belum kecapai sampe skrg :)
kusnadilidya,mau dong beliin kasur buat anak.kayanya happy deh anakku dpt kasur baru😊🤭
